policy_id,date_id,customer_id,product_id,branch_id,channel_id,premium_egp,underwriting_cost,admin_cost,total_cost,expected_claim_reserve,term_months,policy_status,customer_type,is_returning_customer
POL00219,20241031,CUS0139,PR06,BR09,CH03,34065.27,5293.77,3937.99,9231.76,17035.98,24.0,EXPIRED,Corporate,False
POL00220,20240712,CUS0001,PR01,BR06,CH04,4697.14,844.55,564.93,1409.48,2972.93,12.0,Active,Individual,True
POL00221,20230613,CUS0076,PR01,BR08,CH03,7181.21,1186.26,1062.81,2249.07,5727.71,6.0,Expired,Individual,False
POL00222,20240311,CUS0077,PR01,BR03,CH01,5353.87,543.02,445.46,988.48,3504.25,12.0,Expired,Individual,False
POL00223,20230701,CUS0143,PR09,BR08,CH01,32293.75,4690.17,3770.09,8460.26,21522.78,24.0,Active,Corporate,False
POL00224,20240630,CUS0025,PR02,BR09,CH05,1794.85,186.95,203.03,389.98,1025.64,12.0,Cancelled,Individual,True
POL00225,20230518,CUS0087,PR01,BR12,CH04,5561.1,979.33,511.63,1490.96,3873.76,24.0,Active,Individual,False
POL00226,20230617,CUS0068,PR01,BR04,CH02,4069.05,470.03,484.69,954.72,3081.29,,Active,Individual,True
POL00227,20230630,CUS0076,PR01,BR02,CH01,5351.67,668.0,750.14,1418.14,3575.9,24.0,Active,Individual,False
POL00228,20241105,CUS0025,PR07,BR07,CH04,865.03,143.46,128.75,272.21,218.18,24.0,Active,Individual,True
POL00229,20231016,CUS0081,PR01,BR02,CH03,3030.58,308.07,390.48,698.55,2440.41,6.0,Cancelled,Individual,True
POL00230,20240706,CUS0106,PR01,BR11,CH01,2017.41,252.66,188.83,441.49,897.8,12.0,Expired,Individual,False
POL00231,20240227,CUS0075,PR07,BR03,CH02,940.05,95.57,92.31,187.88,232.31,6.0,Active,Individual,False
POL00232,20240928,CUS0113,PR02,BR01,CH02,433.95,75.5,57.42,132.92,296.56,6.0,CANCELLED,Individual,False
POL00233,20240405,CUS0095,PR07,BR01,CH02,1193.57,123.15,147.63,270.78,387.02,24.0,Active,Individual,True
POL00234,20230424,CUS0144,PR08,BR01,CH03,15955.95,1632.47,2162.43,3794.9,7552.38,12.0,Expired,Corporate,False
POL00235,20231209,CUS0040,PR02,BR01,CH04,1208.4,186.76,107.32,294.08,703.64,6.0,Active,Individual,True
POL00236,20230516,CUS0078,PR01,BR04,CH02,3485.99,520.59,286.95,807.54,1598.48,24.0,Expired,Individual,True
POL00237,20240607,CUS0074,PR01,BR04,CH01,4737.42,527.25,546.43,1073.68,3742.19,6.0,Expired,Individual,True
POL00238,20231005,CUS0002,PR02,BR04,CH03,1721.39,289.86,183.58,473.44,1076.12,6.0,Active,Individual,True
POL00239,20230415,CUS0049,PR03,BR01,CH01,10232.22,1280.31,,2750.43,5570.01,24.0,Active,Individual,False
POL00240,20230201,CUS0037,PR03,BR02,CH02,6610.4,825.52,673.64,1499.16,3089.69,6.0,Expired,Individual,True
POL00241,20240412,CUS0104,PR02,BR04,CH01,1671.21,286.6,248.11,534.71,756.46,12.0,Active,Individual,True
POL00242,20240101,CUS0147,PR10,BR10,CH01,248563.46,39231.34,20305.93,59537.27,143048.75,24.0,Active,Corporate,False
POL00243,20231029,CUS0070,PR02,BR01,CH01,876.55,153.97,108.6,262.57,353.58,12.0,Expired,Individual,True
POL00244,20240924,CUS0072,PR02,BR01,CH03,1210.72,121.43,151.27,272.7,476.81,24.0,Active,Individual,True
POL00245,20240730,CUS0174,PR05,BR05,CH01,30239.32,3483.9,4224.74,7708.64,17562.66,6.0,Expired,Corporate,True
POL00246,20231208,CUS0057,PR01,BR07,CH02,6522.58,730.04,772.01,1502.05,4260.23,24.0,Active,Individual,True
POL00247,20230418,CUS0100,PR07,BR11,CH03,428.1,46.91,39.84,86.75,192.5,6.0,Active,Individual,True
POL00248,20230502,CUS0105,PR01,BR03,CH04,5749.82,773.21,745.17,1518.38,4154.21,6.0,Active,Individual,True
POL00249,20240930,CUS0094,PR02,BR01,CH02,1847.21,218.01,216.92,434.93,963.87,24.0,Active,Individual,False
POL00250,20230414,CUS0029,PR01,BR03,CH04,2168.1,238.79,274.26,513.05,1421.9,6.0,Active,Individual,False
POL00251,20240330,CUS0001,PR02,BR10,CH03,1963.81,211.23,277.1,488.33,1051.05,12.0,Active,Individual,True
POL00252,20240426,CUS0134,PR09,BR03,CH03,70351.44,7421.66,7189.21,14610.87,39795.17,12.0,Expired,Corporate,False
POL00253,20240619,CUS0109,PR01,BR01,CH03,1707.65,177.01,207.19,384.2,745.91,,Active,Individual,True
POL00254,20230915,CUS0026,PR07,BR01,CH01,1410.61,158.21,199.03,357.24,428.25,24.0,Active,Individual,False
POL00255,20230106,CUS0061,PR01,BR04,CH02,3966.81,655.78,420.85,1076.63,2847.9,12.0,Expired,Individual,False
POL00256,20230612,CUS0119,PR02,BR11,CH03,1088.98,122.09,91.14,213.23,532.71,6.0,Active,Individual,True
POL00257,20231119,CUS0106,PR02,BR11,CH05,1659.98,274.21,240.83,515.04,675.32,,Active,Individual,False
POL00258,20240128,CUS0006,PR03,BR08,CH02,6518.03,1103.11,666.6,1769.71,2308.86,12.0,Active,Individual,True
POL00259,20231010,CUS0050,PR01,BR04,CH03,5676.33,848.88,502.03,1350.91,4217.99,24.0,Active,Individual,True
POL00260,20240309,CUS0096,PR01,BR03,CH02,6597.47,889.9,968.22,1858.12,5022.12,24.0,Active,Individual,False
POL00261,20240828,CUS0028,PR03,BR03,CH02,13422.08,1859.0,1829.06,3688.06,5166.72,24.0,Active,Individual,True
POL00262,20241205,CUS0082,PR01,BR03,CH02,2300.47,363.52,265.0,628.52,1056.85,6.0,Active,Individual,True
POL00263,20230809,CUS0032,PR01,BR02,CH01,5653.49,766.28,789.29,1555.57,3311.31,6.0,Active,Individual,True
POL00264,20240412,CUS0142,PR08,BR02,CH01,8489.76,881.54,1010.52,1892.06,3720.98,6.0,Active,Corporate,True
POL00265,20240916,CUS0138,PR10,BR12,CH03,402901.5,40544.61,,90196.98,146266.67,12.0,Active,Corporate,False
POL00266,20241230,CUS0061,PR01,BR10,CH02,1810.06,267.28,179.82,447.1,929.5,6.0,Active,Individual,False
POL00267,20230822,CUS0051,PR01,BR12,CH05,2278.03,250.96,272.69,523.65,988.88,24.0,Expired,Individual,True
POL00268,20230311,CUS0180,PR04,BR10,CH02,16418.32,2230.04,1458.73,3688.77,6908.62,24.0,Expired,Corporate,True
POL00269,20231017,CUS0140,PR04,BR09,CH02,73896.66,9667.36,10108.15,19775.51,42657.34,24.0,Active,Corporate,False
POL00270,20230423,CUS0083,PR01,BR02,CH03,1744.52,224.83,184.36,409.19,1157.6,6.0,Active,Individual,True
POL00271,20241122,CUS0043,PR02,BR09,CH02,1934.92,271.75,285.64,557.39,787.09,24.0,Active,Individual,False
POL00272,20231015,CUS0104,PR03,BR03,CH01,10039.04,1696.59,891.32,2587.91,5787.22,6.0,Expired,Individual,True
POL00273,20240814,CUS0061,PR02,BR09,CH03,1288.98,148.0,156.08,304.08,816.94,12.0,Active,Individual,False
POL00274,20230825,CUS0153,PR09,BR04,CH01,147882.7,26459.61,14066.74,40526.35,92661.15,24.0,Active,Corporate,True
POL00275,20241126,CUS0088,PR01,BR02,CH02,4492.7,782.84,604.09,1386.93,2760.37,24.0,Cancelled,Individual,True
POL00276,20230523,CUS0028,PR02,BR04,CH03,1767.46,186.28,206.23,392.51,699.84,6.0,Active,Individual,True
POL00277,20230117,CUS0062,PR01,BR11,CH01,7614.62,1272.21,977.45,2249.66,5897.62,,Active,Individual,False
POL00278,20231018,CUS0015,PR01,BR06,CH01,4107.21,456.66,393.25,849.91,2728.78,6.0,Active,Individual,True
POL00279,20241125,CUS0101,PR01,BR01,CH02,4876.18,764.23,580.9,1345.13,3689.47,12.0,Active,Individual,True
POL00280,20240307,CUS0117,PR03,BR06,CH01,7874.86,1359.79,913.84,2273.63,3497.98,24.0,Expired,Individual,False
POL00281,20241003,CUS0008,PR03,BR10,CH01,8336.81,1168.33,829.5,1997.83,3362.54,24.0,Active,Individual,True
POL00282,20230203,CUS0172,PR08,BR02,CH01,6905.52,1201.56,870.82,2072.38,3046.51,24.0,Active,Corporate,True
POL00283,20230313,CUS0091,PR03,BR06,CH02,7074.85,795.22,858.65,1653.87,2516.11,6.0,Active,Individual,True
POL00284,20240318,CUS0178,PR09,BR09,CH01,85739.58,12473.65,8878.51,21352.16,37288.91,12.0,Active,Corporate,False
POL00285,20230304,CUS0058,PR02,BR04,CH01,1193.44,164.34,97.81,262.15,835.27,24.0,ACTIVE,Individual,False
POL00286,20240406,CUS0043,PR01,BR10,CH01,5229.35,873.94,,1440.81,2685.4,24.0,Active,Individual,False
POL00287,20240909,CUS0175,PR10,BR01,CH05,462081.76,72436.79,46088.05,118524.84,267955.35,12.0,Active,Corporate,True
POL00288,20240720,CUS0007,PR03,BR01,CH01,2516.28,389.57,,663.59,1118.43,12.0,Active,Individual,True
POL00289,20240408,CUS0095,PR01,BR03,CH01,3147.12,321.28,320.09,641.37,1990.61,6.0,Active,Individual,True
POL00290,20230919,CUS0107,PR01,BR11,CH03,3077.91,330.3,,740.61,1733.92,6.0,Expired,Individual,True
POL00291,20230430,CUS0014,PR01,BR04,CH02,5097.67,873.68,657.3,1530.98,3499.12,6.0,Active,Individual,True
POL00292,20230111,CUS0099,PR02,BR03,CH01,1663.62,213.4,186.52,399.92,730.67,6.0,Active,Individual,True
POL00293,20231120,CUS0004,PR01,BR01,CH02,6753.18,839.82,,1473.49,4739.42,24.0,Active,Individual,True
POL00294,20240425,CUS0120,PR07,BR02,CH03,1192.88,136.55,123.76,260.31,363.34,24.0,Active,Individual,True
POL00295,20240818,CUS0125,PR01,BR08,CH04,1539.89,156.61,133.27,289.88,729.89,6.0,EXPIRED,Individual,True
POL00296,20230627,CUS0009,PR02,BR05,CH01,1103.18,117.69,97.04,214.73,445.49,12.0,Active,Individual,False
POL00297,20241223,CUS0045,PR01,BR08,CH02,3192.3,355.89,403.56,759.45,2369.07,12.0,ACTIVE,Individual,True
POL00298,20230705,CUS0128,PR10,BR01,CH02,334317.15,55453.16,32602.24,88055.4,192632.66,24.0,Active,Corporate,True
POL00299,20240805,CUS0031,PR02,BR03,CH02,1131.17,124.9,113.18,238.08,578.26,12.0,Active,Individual,True
POL00300,20240524,CUS0041,PR03,BR01,CH02,14509.18,2413.79,1479.6,3893.39,5026.63,12.0,Active,Individual,True
POL00301,20230621,CUS0030,PR02,BR01,CH02,551.15,93.77,60.97,154.74,258.39,12.0,Expired,Individual,False
POL00302,20240125,CUS0050,PR01,BR03,CH02,5951.15,836.14,759.72,1595.86,2657.79,24.0,Active,Individual,True
POL00303,20230815,CUS0101,PR07,BR09,CH02,683.72,79.49,96.23,175.72,288.61,24.0,Active,Individual,True
POL00304,20241202,CUS0132,PR04,BR01,CH02,96684.21,12484.24,,21362.05,62077.94,12.0,Active,Corporate,True
POL00305,20230709,CUS0014,PR01,BR09,CH02,5373.77,845.36,768.96,1614.32,4001.98,12.0,Expired,Individual,True
POL00306,20240924,CUS0134,PR04,BR02,CH02,68464.25,9497.77,6518.89,16016.66,43080.99,6.0,Expired,Corporate,False
POL00307,20240117,CUS0137,PR09,BR07,CH02,146382.74,15365.77,11749.21,27114.98,72489.57,24.0,Active,Corporate,True
POL00308,20230219,CUS0122,PR01,BR09,CH03,5768.14,908.67,556.16,1464.83,3707.87,24.0,Active,Individual,False
POL00309,20240127,CUS0002,PR07,BR11,CH01,247.09,29.24,21.19,50.43,62.59,6.0,Active,Individual,True
POL00310,20241023,CUS0014,PR01,BR04,CH02,1793.52,181.26,194.47,375.73,1025.29,12.0,Active,Individual,True
POL00311,20241209,CUS0102,PR02,BR10,CH04,1577.86,241.14,148.32,389.46,613.03,24.0,Expired,Individual,True
POL00312,20240614,CUS0022,PR01,BR05,CH02,6070.87,867.55,837.36,1704.91,3729.6,6.0,Cancelled,Individual,True
POL00313,20240330,CUS0106,PR02,BR01,CH02,1588.82,258.21,140.8,399.01,1086.15,12.0,Cancelled,Individual,False
POL00314,20230607,CUS0107,PR02,BR10,CH03,1071.71,168.79,126.38,295.17,613.14,12.0,Expired,Individual,True
POL00315,20240124,CUS0152,PR06,BR02,CH02,166409.25,25386.73,13578.08,38964.81,94965.35,12.0,Active,Corporate,False
POL00316,20230220,CUS0050,PR03,BR12,CH04,8433.98,1059.75,847.3,1907.05,4144.37,6.0,Expired,Individual,True
POL00317,20231020,CUS0179,PR04,BR03,CH03,44618.48,6143.03,6187.49,12330.52,15795.04,24.0,Active,Corporate,False
POL00318,20230711,CUS0149,PR08,BR01,CH01,11430.76,1465.32,1373.27,2838.59,5077.49,24.0,Expired,Corporate,False
POL00319,20241116,CUS0057,PR02,BR12,CH03,1986.51,248.01,195.94,443.95,998.63,12.0,Expired,Individual,True
POL00320,20240308,CUS0106,PR01,BR01,CH05,1613.06,209.75,180.83,390.58,1260.34,12.0,Cancelled,Individual,False
POL00321,20230329,CUS0031,PR03,BR02,CH02,5348.17,727.74,,1259.94,2636.67,,Active,Individual,True
POL00322,20240805,CUS0179,PR08,BR01,CH01,3017.3,360.16,261.93,622.09,1415.63,24.0,Expired,Corporate,False
POL00323,20240116,CUS0057,PR01,BR04,CH03,5209.17,783.9,539.86,1323.76,2713.82,6.0,Active,Individual,True
POL00324,20230818,CUS0029,PR01,BR04,CH02,6169.84,825.85,923.67,1749.52,3297.97,12.0,Expired,Individual,False
POL00325,20240127,CUS0006,PR01,BR01,CH05,6727.1,990.8,813.83,1804.63,3324.91,24.0,Expired,Individual,True
POL00326,20240109,CUS0029,PR07,BR02,CH02,686.28,123.18,81.92,205.1,233.29,12.0,Cancelled,Individual,False
POL00327,20230614,CUS0051,PR02,BR08,CH01,714.18,95.83,,164.57,452.1,24.0,Expired,Individual,True
POL00328,20241001,CUS0057,PR01,BR11,CH03,7138.11,1264.93,907.87,2172.8,5525.77,24.0,Cancelled,Individual,True
POL00329,20231129,CUS0060,PR01,BR01,CH04,1986.68,327.25,165.32,492.57,1384.5,6.0,Expired,Individual,True
POL00330,20240122,CUS0127,PR06,BR12,CH04,140403.95,23062.82,11903.78,34966.6,73154.86,6.0,Cancelled,Corporate,False
POL00331,20230630,CUS0095,PR07,BR05,CH01,567.15,96.34,70.18,166.52,182.6,6.0,Cancelled,Individual,True
POL00332,20231215,CUS0010,PR02,BR04,CH05,1299.72,183.53,113.37,296.9,507.93,12.0,Active,Individual,False
POL00333,20231012,CUS0126,PR08,BR02,CH02,11885.82,1655.21,1014.97,2670.18,5042.47,24.0,Active,Corporate,True
POL00334,20231108,CUS0054,PR01,BR07,CH02,1628.37,225.31,233.88,459.19,1119.48,12.0,Active,Individual,False
POL00335,20230503,CUS0070,PR02,BR08,CH02,654.81,94.3,86.38,180.68,285.27,12.0,Active,Individual,True
POL00336,20230330,CUS0011,PR07,BR04,CH03,280.81,39.14,37.5,76.64,93.34,12.0,Active,Individual,False
POL00337,20230805,CUS0008,PR03,BR04,CH05,13448.55,2393.04,1646.15,4039.19,5988.25,6.0,Cancelled,Individual,True
POL00338,20231009,CUS0072,PR01,BR08,CH01,7953.57,1430.36,1146.95,2577.31,6308.04,12.0,Cancelled,Individual,True
POL00339,20240921,CUS0090,PR02,BR02,CH02,1731.66,292.09,217.7,509.79,823.54,24.0,Active,Individual,False
POL00340,20230225,CUS0032,PR01,BR03,CH01,7506.21,1181.84,656.1,1837.94,5350.7,,Active,Individual,True
POL00341,20231024,CUS0123,PR02,BR07,CH03,1616.43,224.59,175.36,399.95,1033.48,24.0,Active,Individual,False
POL00342,20240808,CUS0157,PR08,BR02,CH02,16719.05,2560.16,2328.95,4889.11,5660.69,12.0,Active,Corporate,True
POL00343,20230213,CUS0051,PR01,BR03,CH05,4332.32,769.89,480.83,1250.72,2428.13,24.0,Expired,Individual,True
POL00344,20240505,CUS0172,PR08,BR09,CH03,11148.07,1958.64,1508.08,3466.72,3822.44,24.0,Expired,Corporate,True
POL00345,20230919,CUS0141,PR04,BR01,CH04,15633.97,2059.93,2309.23,4369.16,8956.27,24.0,Active,Corporate,True
POL00346,20230126,CUS0128,PR04,BR01,CH04,13059.7,2134.32,,3850.06,5128.67,6.0,Expired,Corporate,True
POL00347,20230402,CUS0090,PR07,BR01,CH02,1054.77,160.82,129.17,289.99,301.66,6.0,Active,Individual,False
POL00348,20240117,CUS0070,PR02,BR07,CH03,1558.71,160.8,135.39,296.19,905.16,6.0,Active,Individual,True
POL00349,20240619,CUS0070,PR07,BR04,CH03,434.13,60.96,44.79,105.75,159.83,12.0,Active,Individual,True
POL00350,20230310,CUS0095,PR02,BR06,CH02,1560.41,241.63,151.91,393.54,671.93,6.0,Active,Individual,True
POL00351,20230301,CUS0076,PR01,BR08,CH03,6486.13,1061.8,753.08,1814.88,4798.02,12.0,Active,Individual,False
POL00352,20240201,CUS0102,PR01,BR04,CH03,5275.66,944.33,,1653.46,3521.74,12.0,Active,Individual,True
POL00353,20240805,CUS0011,PR07,BR03,CH01,1015.24,131.37,123.6,254.97,396.0,12.0,Expired,Individual,False
POL00354,20240102,CUS0167,PR05,BR04,CH02,36464.06,4591.99,3204.05,7796.04,19813.4,24.0,Cancelled,Corporate,True
POL00355,20230711,CUS0067,PR02,BR07,CH02,838.0,135.73,118.49,254.22,460.7,12.0,Expired,Individual,False
POL00356,20230212,CUS0021,PR02,BR01,CH04,1195.71,214.78,115.09,329.87,576.17,24.0,Cancelled,Individual,True
POL00357,20240515,CUS0041,PR02,BR02,CH03,1060.58,173.66,135.76,309.42,627.84,6.0,Active,Individual,True
POL00358,20230119,CUS0070,PR01,BR07,CH02,1932.4,247.58,227.39,474.97,1047.89,12.0,Active,Individual,True
POL00359,20240709,CUS0054,PR02,BR03,CH01,1685.7,298.71,228.43,527.14,743.99,6.0,Active,Individual,False
POL00360,20240722,CUS0154,PR08,BR01,CH03,17959.77,2174.9,2191.29,4366.19,6491.54,24.0,Expired,Corporate,True
POL00361,20230125,CUS0049,PR03,BR01,CH01,11793.71,1570.16,1656.72,3226.88,6715.18,6.0,Active,Individual,False
POL00362,20231123,CUS0097,PR02,BR01,CH03,882.46,131.25,71.04,202.29,474.01,24.0,Expired,Individual,True
POL00363,20230715,CUS0046,PR02,BR08,CH02,1646.65,179.71,191.69,371.4,843.56,6.0,Expired,Individual,True
POL00364,20231103,CUS0001,PR01,BR11,CH01,5136.85,775.16,465.02,1240.18,3887.71,12.0,Active,Individual,True
POL00365,20240108,CUS0019,PR03,BR02,CH03,12590.06,1908.96,1630.17,3539.13,5659.37,24.0,Expired,Individual,True
POL00366,20230816,CUS0131,PR10,BR03,CH01,206509.94,32210.31,22724.4,54934.71,88716.9,24.0,Active,Corporate,True
POL00367,20230502,CUS0179,PR08,BR06,CH04,6287.14,843.25,819.14,1662.39,2491.21,24.0,Active,Corporate,False
POL00368,20241031,CUS0025,PR02,BR06,CH04,582.97,67.56,71.28,138.84,337.35,12.0,Expired,Individual,True
POL00369,20231127,CUS0103,PR02,BR03,CH02,1938.95,226.74,193.19,419.93,949.01,12.0,Active,Individual,False
POL00370,20240327,CUS0055,PR02,BR03,CH03,947.77,141.05,120.03,261.08,520.77,6.0,Expired,Individual,False
POL00371,20240109,CUS0180,PR06,BR12,CH02,162844.95,29185.78,17338.59,46524.37,64978.58,6.0,Active,Corporate,True
POL00372,20230610,CUS0024,PR01,BR03,CH01,5437.2,629.96,795.66,1425.62,4041.78,6.0,Active,Individual,False
POL00373,20240818,CUS0079,PR02,BR07,CH01,1444.24,200.48,174.35,374.83,580.15,12.0,Active,Individual,True
POL00374,20240419,CUS0075,PR01,BR01,CH02,2931.76,419.53,403.27,822.8,2307.87,24.0,Active,Individual,False
POL00375,20240803,CUS0138,PR06,BR05,CH03,105804.89,17811.06,10287.02,28098.08,39576.37,24.0,Active,Corporate,False
POL00376,20231231,CUS0086,PR07,BR10,CH02,398.21,67.76,42.63,110.39,152.09,12.0,Active,Individual,True
POL00377,20240428,CUS0051,PR01,BR12,CH01,1670.06,169.03,152.42,321.45,795.77,24.0,Active,Individual,True
POL00378,20240824,CUS0010,PR01,BR03,CH03,4214.7,596.36,360.29,956.65,3215.99,24.0,Active,Individual,False
POL00379,20231027,CUS0090,PR02,BR04,CH02,439.31,69.49,44.79,114.28,293.23,12.0,Active,Individual,False
POL00380,20240420,CUS0120,PR01,BR04,CH04,3692.84,375.91,,746.56,1912.15,24.0,Expired,Individual,True
POL00381,20240212,CUS0174,PR04,BR03,CH04,57134.55,10200.23,,15487.55,21218.48,12.0,Active,Corporate,True
POL00382,20241016,CUS0072,PR03,BR01,CH03,3898.09,600.88,,921.49,1595.76,6.0,Active,Individual,True
POL00383,20240618,CUS0099,PR03,BR01,CH02,10752.87,1502.03,895.89,2397.92,5297.49,24.0,Active,Individual,True
POL00384,20240416,CUS0120,PR02,BR06,CH02,1088.0,189.25,141.58,330.83,478.67,6.0,Expired,Individual,True
POL00385,20240510,CUS0047,PR01,BR06,CH05,2299.67,283.89,252.82,536.71,1031.24,12.0,Active,Individual,False
POL00386,20231002,CUS0049,PR01,BR07,CH01,6830.93,1041.17,819.79,1860.96,4353.51,12.0,Active,Individual,False
POL00387,20240226,CUS0171,PR08,BR12,CH05,10503.77,1593.55,1167.08,2760.63,4591.33,24.0,Active,Corporate,False
POL00388,20230402,CUS0070,PR07,BR06,CH04,1306.41,186.11,177.04,363.15,348.12,,Expired,Individual,True
POL00389,20241227,CUS0085,PR02,BR07,CH01,1588.27,189.92,188.22,378.14,782.33,24.0,Active,Individual,False
POL00390,20240519,CUS0072,PR02,BR06,CH01,648.87,74.09,72.62,146.71,365.33,12.0,Cancelled,Individual,True
POL00391,20230125,CUS0136,PR08,BR01,CH02,7655.67,1340.53,654.36,1994.89,3503.04,24.0,Active,Corporate,True
POL00392,20231209,CUS0093,PR01,BR04,CH03,6314.94,1023.59,826.71,1850.3,3282.49,24.0,ACTIVE,Individual,True
POL00393,20231030,CUS0051,PR02,BR09,CH03,900.92,108.11,81.5,189.61,557.85,24.0,Cancelled,Individual,True
POL00394,20240407,CUS0095,PR01,BR02,CH02,6197.14,817.62,711.73,1529.35,3624.93,6.0,Active,Individual,True
POL00395,20240904,CUS0033,PR01,BR03,CH01,2565.68,405.94,288.82,694.76,1935.52,12.0,Active,Individual,True
POL00396,20230727,CUS0061,PR02,BR07,CH01,1217.2,181.58,97.87,279.45,714.93,24.0,Active,Individual,False
POL00397,20231219,CUS0105,PR07,BR10,CH03,654.36,69.76,93.16,162.92,275.99,6.0,Expired,Individual,True
POL00398,20241231,CUS0091,PR01,BR04,CH02,4524.12,542.94,678.58,1221.52,3096.19,12.0,Active,Individual,True
POL00399,20240419,CUS0157,PR04,BR04,CH02,59538.93,7005.25,7946.75,14952.0,27781.38,6.0,Expired,Corporate,True
POL00400,20240806,CUS0058,PR03,BR11,CH04,13606.91,2284.18,1755.87,4040.05,4447.24,6.0,Active,Individual,False
POL00401,20240215,CUS0110,PR07,BR04,CH04,760.82,117.26,83.19,200.45,262.01,24.0,Active,Individual,True
POL00402,20240810,CUS0123,PR01,BR05,CH04,6860.19,1083.83,647.48,1731.31,3696.57,12.0,Active,Individual,False
POL00403,20240508,CUS0130,PR08,BR02,CH01,6191.85,744.87,786.3,1531.17,2377.83,12.0,Active,Corporate,False
POL00404,20240722,CUS0024,PR07,BR03,CH04,237.39,40.28,23.96,64.24,86.97,12.0,Active,Individual,False
POL00405,20240111,CUS0043,PR03,BR04,CH03,8908.79,915.27,1115.03,2030.3,4589.78,12.0,Active,Individual,False
POL00406,20231109,CUS0141,PR05,BR04,CH03,61072.22,8786.17,8157.39,16943.56,31451.85,24.0,Cancelled,Corporate,True
POL00407,20230915,CUS0052,PR01,BR01,CH01,4358.65,537.49,436.89,974.38,2653.8,12.0,Active,Individual,True
POL00408,20230125,CUS0116,PR03,BR09,CH02,2108.04,296.81,226.55,523.36,692.09,24.0,Active,Individual,True
POL00409,20240820,CUS0035,PR01,BR03,CH02,7009.65,851.44,787.77,1639.21,4778.11,12.0,Cancelled,Individual,True
POL00410,20230703,CUS0110,PR02,BR03,CH02,506.74,88.47,73.09,161.56,277.53,24.0,Expired,Individual,True
POL00411,20240919,CUS0123,PR01,BR01,CH03,6811.44,1076.72,,2026.79,3681.32,6.0,Active,Individual,False
POL00412,20230330,CUS0162,PR04,BR03,CH01,87607.45,13004.59,12962.79,25967.38,42756.45,24.0,Active,Corporate,True
POL00413,20231231,CUS0028,PR01,BR08,CH02,4684.99,787.63,443.67,1231.3,2712.92,12.0,Active,Individual,True
POL00414,20231021,CUS0035,PR01,BR05,CH02,5724.47,1022.54,773.4,1795.94,4544.18,12.0,Active,Individual,True
POL00415,20240812,CUS0015,PR01,BR05,CH02,6391.55,1089.72,,1950.63,5092.46,12.0,Expired,Individual,True
POL00416,20240113,CUS0016,PR07,BR03,CH01,527.84,93.32,52.74,146.06,136.5,6.0,Active,Individual,False
POL00417,20230730,CUS0080,PR07,BR01,CH02,373.02,47.03,44.7,91.73,119.42,6.0,Active,Individual,True
POL00418,20241016,CUS0022,PR01,BR01,CH01,6674.25,835.5,995.76,1831.26,4716.76,12.0,Active,Individual,True
POL00419,20230529,CUS0119,PR01,BR01,CH02,4384.7,771.16,428.34,1199.5,3031.39,12.0,Active,Individual,True
POL00420,20230101,CUS0074,PR01,BR06,CH02,7539.41,848.0,997.65,1845.65,3744.06,24.0,Active,Individual,True
POL00421,20240419,CUS0013,PR01,BR03,CH04,7079.98,1182.76,647.91,1830.67,5104.25,6.0,Active,Individual,False
POL00422,20230613,CUS0147,PR06,BR04,CH02,173458.58,28942.5,22488.07,51430.57,76699.94,12.0,Expired,Corporate,False
